"Carimbo de data/hora","Em qual instituição você está fazendo pós graduação?","Se você estuda na UFPR, em qual setor você está inserido?  ","Qual sua atividade atual na sua universidade (relacionada à presença nesta disciplina)?","Em qual grande área do conhecimento sua pesquisa está inserida hoje?","Em qual ano você concluiu sua graduação?","Em qual instituição você concluiu sua graduação? (Responda com a sigla da instituição)","De quais programas de graduação você participou?","Se você já concluiu o mestrado, qual o ano de início do mestrado?","Qual o ano de conclusão do seu mestrado?","Em qual instituição você fez seu mestrado?","Quantos artigos (com qualis) você já publicou?","Você é bolsista remunerado de algum programa? Qual?","Quantas disciplinas de Estatística você cursou na graduação?","Quantas disciplinas DIFERENTES de Estatística vc cursou na pós-graduação (mestrado + doutorado) no total? ","Já utilizou algum software com funcionalidades estatísticas?","Qual(is) software(s) com funcionalidades estatísticas você usa ou já usou?","Você vai utilizar métodos estatísticos na sua Pós-Graduação/Pesquisa?","Qual a importância que você atribui à Estatística no seu trabalho de Pós-Graduação/Pesquisa? ","Se você está fazendo Pós-Graduação, qual a sua principal expectativa após a conclusão?","Como tomou conhecimento da Disciplina Transversal?","Após se matricular no SIGA, você assistiu alguma aula do ano anterior da Disciplina no YouTube? ","Tem/teve contato ou conhecimento sobre os professores coordenadores da disciplina (Paulo Justiniano e/ou Walmes Zeviani)?","Tem/teve contato ou conhecimento sobre o(s) prof(s). colaboradores da disciplina?","Você cursou o ensino médio em escola pública ou particular?","Você cursou ensino médio tradicional ou profissionalizante?","Qual o seu sexo?","Qual a sua altura?","Qual o seu peso?","Qual a data do seu nascimento?","Qual das seguintes categorias descreve melhor sua situação de emprego?","Com quem você mora?","Quantos irmãos você tem?","Qual a sua origem?","Possui habilitação para dirigir? Qual categoria?","Qual seu meio de transporte predominante que utilizava ou utilizaria para Universidade em atividades presenciais?","Em média, quanto tempo você demorava ou demoraria para chegar a Universidade?","Em média, quantas vezes você usa táxi/aplicativo de transporte durante o mês?","Possui animal de estimação?","Toca algum instrumento musical?","De quais redes sociais você participa?","Você pratica atividade física regularmente?","Quantas vezes por semana você se exercita?","Qual atividade você pratica?","Você teve ao menos um teste positivo para covid-19?","Você conhece alguém que já foi infectado pela covid-19?","Você faz parte do grupo de risco?","Dentre as pessoas que você convive, há ao menos uma pertencente ao grupo de risco?","Você foi vacinado contra a covid-19?","Quais das medidas a seguir você considera eficazes na prevenção à covid-19?","E quais das medidas você efetivamente segue para fins de prevenção?","Como a pandemia afetou sua renda?","Como a pandemia afetou seus estudos?","Como a pandemia afetou seu aprendizado?","Você aprova o formato remoto de ensino?","Você sente mais dificuldades no formato remoto quando comparado ao presencial?","Você acha que a pandemia vai afetar o tempo de conclusão da sua pós graduação?","Quantos anos você acha que a pessoa da foto abaixo tem?","Observe as figuras abaixo. Uma delas se chama ""Bouba"" e a outra ""Kiki"". Quem é quem?",
"11/03/2021 14:19:616","UNILA",,"Doutorado","Ciências Exatas",2008,"UTFPR","Não participei",2013,2015,"UTFPR",2,"Não",1,1,"Sim","Statistica, Excel ou similares, Matlab","Certamente sim",10,"Aumento salarial e oportunidades mais promissoras.","Pelo(a)  orientador(a)","Não","Não","Não","Parte em escola pública, parte em particular","Ensino médio tradicional","Masculino",169,138,"29/03/1986","Trabalho com carteira assinada/Vínculo Formal","Com o namorado(a)/noivo(a)/cônjuge",2,"Interior do Paraná","A e B (moto e carro)","Carro/moto próprio",30,2,"Cachorro","Não toco nenhum instrumento","Facebook, Twitter, Instagram, Linkedin","Não",6,"Nenhuma","Não","Não","Não","Não","Não","Isolamento social","Isolamento social","Extinguiu minha renda","Não afetou","Afetou moderadamente","Sim","Sim","Sim",60,"A da esquerda se chama Bouba, a da direita se chama Kiki.",43
"11/03/2021 14:19:617","UNILA",,"Mestrado Acadêmico","Ciências Exatas",2013,"Udc ","Iniciação científica, Projeto de extensão",,,,1,"Não",1,4,"Sim","Statistica, Excel ou similares, origin","Certamente sim",9,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola pública","Ensino médio profissionalizante (técnico)","Masculino",180,92,"06/07/1985","Trabalho com carteira assinada/Vínculo Formal","Com o namorado(a)/noivo(a)/cônjuge",2,"Interior do Paraná","A e B (moto e carro)","Carro/moto próprio",20,0,"Cachorro","Não toco nenhum instrumento","Facebook","Não",3,"Corrida","Não","Não","Não","Não","Não","Uso de proteção ocular","Uso de proteção ocular","Afetou moderadamente","Estudei mais que o normal","Afetou moderadamente","Não sei dizer","Não","Não",45,"A da esquerda se chama Bouba, a da direita se chama Kiki.",42
"11/03/2021 14:19:618","UFPR","BL - Ciências Biológiccas","Doutorado","Ciências Biológicas",2014,"UEM","Projeto de extensão",2015,2017,"UFPR",8,"CAPES",1,1,"Sim","Statistica, SigmaPlot","Certamente sim",10,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Email institucional da SuCom (Superintendência de Comunicação e Marketing)","Não","Não","Não","Totalmente em escola pública","Ensino médio profissionalizante (técnico)","Feminino",175,80,"29/08/1991","Bolsista em tempo integral","Com o namorado(a)/noivo(a)/cônjuge",2,"Interior do Paraná","A e B (moto e carro)","Carro/moto próprio",30,3,"Gato","Não toco nenhum instrumento","Facebook, Instagram, Linkedin","Não",49,"Caminhada","Não","Não","Não","Não","Não","Isolamento social","Isolamento social","Não afetou","Estudei mais que o normal","Afetou moderadamente","Não sei dizer","Não","Não",48,"A da esquerda se chama Bouba, a da direita se chama Kiki.",55
"11/03/2021 14:19:619","UFPR","SD - Saúde","Doutorado","Ciências Biológicas",2015,"UNIBRASIL","Iniciação científica, Monitoria",2017,2019,"UFPR",1,"CAPES",1,12,"Sim","Statistica, SPSS, Excel ou similares","Certamente sim",10,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola pública","Ensino médio tradicional","Feminino",164,70,"14/11/1982","Bolsista em tempo integral","Com outros familiares",2,"Região metropolitana","A e B (moto e carro)","Transporte público",60,0,"Peixe","Não toco nenhum instrumento","Facebook, Google+, Instagram, Linkedin","Não",26,"Caminhada","Não","Não","Não","Não","Não","Uso de máscaras","Uso de máscaras","Não afetou","Estudei menos que o normal","Afetou moderadamente","Não","Sim","Sim",48,"A da esquerda se chama Kiki, a da direita se chama Bouba.",38
"11/03/2021 14:19:620","UFPR","SD - Saúde","Doutorado","Ciências Biológicas",1992,"UFPR","Projeto de extensão",2015,2017,"UFPR",11,"Não",1,2,"Sim","Statistica, SPSS, Excel ou similares","Certamente sim",10,"Aumento salarial e oportunidades mais promissoras.","Site da UFPR ou instituição de origem","Não","Não","Não","Parte em escola pública, parte em particular","Ensino médio tradicional","Feminino",158,57,"09/04/1968","Trabalho com carteira assinada/Vínculo Formal","Com o namorado(a)/noivo(a)/cônjuge",6,"Curitiba","B (carro)","Táxi/Aplicativo",5,20,"Não possuo","Não toco nenhum instrumento","Facebook, Instagram","Não",50,"Vôlei","Não","Não","Não","Não","Não","Uso de proteção ocular","Uso de proteção ocular","Afetou muito","Não afetou","Afetou moderadamente","Sim","Sim","Sim",47,"A da esquerda se chama Bouba, a da direita se chama Kiki.",48
"11/03/2021 14:19:621","UEPG","SD - Saúde","Mestrado Acadêmico","Ciências Biológicas",2017,"UEPG","Iniciação científica, Monitoria, Projeto de extensão",2018,2020,"UEPG",0,"CAPES",2,10,"Sim","Statistica, SPSS, Excel ou similares, PRISM","Certamente sim",10,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Pelos professores que ministram/ministraram disciplinas da Transversal","Não","Não","Não","Totalmente em escola pública","Ensino médio tradicional","Feminino",180,50,"15/07/1994","Bolsista em tempo integral","Com os pais",1,"Interior do Paraná","Não","Transporte público",30,0,"Cachorro, Gato, Pássaro","Não toco nenhum instrumento","Facebook, Twitter, Instagram","Não",46,"Musculação","Não","Não","Não","Não","Não","Vacinação","Vacinação","Extinguiu minha renda","Estudei menos que o normal","Afetou muito","Não","Sim","Sim",55,"A da esquerda se chama Kiki, a da direita se chama Bouba.",45
"11/03/2021 14:19:622","UNICENTRO",,"Doutorado","Ciências Biológicas",2011,"UFRA","Iniciação científica, PET",2013,2015,"INPA",0,"CAPES",1,2,"Sim","Systat, Action","Certamente sim",8,"Conseguir um emprego.","Por colegas","Não","Não","Não","Totalmente em escola pública","Ensino médio tradicional","Masculino",178,95,"03/07/1988","Bolsista em tempo integral","Com amigos",3,"Outro Estado","B (carro)","Transporte público",25,5,"Cachorro","Não toco nenhum instrumento","Facebook, Google+, Instagram, Linkedin","Não",54,"Musculação","Não","Não","Não","Não","Não","Uso de máscaras","Uso de máscaras","Afetou muito","Não afetou","Afetou moderadamente","Sim","Sim","Sim",45,"A da esquerda se chama Bouba, a da direita se chama Kiki.",40
"11/03/2021 14:19:623","UTFPR",,"Doutorado","Ciências Biológicas",2011,"UFRA","Iniciação científica, PET",2013,2015,"INPA",0,"CAPES",2,3,"Sim","Systat; ACTION","Certamente sim",8,"Conseguir um emprego.","Por colegas","Não","Não","Não","Totalmente em escola pública","Ensino médio tradicional","Masculino",178,95,"03/07/1988","Bolsista em tempo integral","Com amigos",1,"Outro Estado","B (carro)","Transporte público",25,5,"Cachorro","Não toco nenhum instrumento","Facebook, Google+, Instagram, Linkedin","Não",51,"Futebol","Não","Não","Não","Não","Não","Isolamento social","Isolamento social","Afetou muito","Estudei menos que o normal","Afetou muito","Não","Sim","Sim",45,"A da esquerda se chama Kiki, a da direita se chama Bouba.",51
"11/03/2021 14:19:624","UNIOESTE",,"Mestrado Acadêmico","Ciências Humanas",2018,"UNIOESTE","Iniciação científica, Monitoria, Projeto de extensão",,,,1,"Não",1,1,"Sim","XLSTAT;PRISMA;","Certamente sim",10,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Pelos Diretores/professores do colegiado do programa","Não","Não","Não","Parte em escola pública, parte em particular","Ensino médio profissionalizante (técnico)","Masculino",170,64,"18/09/1990","Trabalho com carteira assinada/Vínculo Formal","Com o namorado(a)/noivo(a)/cônjuge",4,"Interior do Paraná","A e B (moto e carro)","Carro/moto próprio",20,1,"Cachorro","Violão, Guitarra, Teclado, Contrabaixo, Bateria, Piano","Facebook","Não",15,"Caminhada, Basquete","Não","Não","Não","Não","Não","Uso de álcool em gel","Uso de álcool em gel","Extinguiu minha renda","Não afetou","Afetou moderadamente","Sim","Sim","Sim",45,"A da esquerda se chama Bouba, a da direita se chama Kiki.",46
"11/03/2021 14:19:625","UFPR","CH - Humanas","Mestrado Acadêmico","Ciências Humanas",2010,"PUCPR","Empresa Júnior",,,"UFPR",0,"Não",1,0,"Não","Nunca usei","Certamente sim",8,"Aumento salarial e oportunidades mais promissoras.","Pelo(a)  orientador(a)","Não","Não","Não","Totalmente em escola particular","Ensino médio tradicional","Feminino",164,58,"16/12/1986","Trabalho com carteira assinada/Vínculo Formal","Com o namorado(a)/noivo(a)/cônjuge",1,"Interior do Paraná","B (carro)","Táxi/Aplicativo",15,15,"Cachorro","Flauta","Facebook, Instagram, Linkedin","Não",45,"Nenhuma","Não","Não","Não","Não","Não","Uso de álcool em gel","Uso de álcool em gel","Afetou pouco","Não afetou","Afetou moderadamente","Sim","Sim","Sim",45,"A da esquerda se chama Bouba, a da direita se chama Kiki.",55
"11/03/2021 14:19:626","UFPR","CH - Humanas","Doutorado","Ciências Humanas",2000,"PUCPR","Iniciação científica",2004,2006,"UFPR",1,"Não",0,5,"Não","Nunca usei","Certamente sim",10,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola pública","Ensino médio profissionalizante (técnico)","Feminino",168,74,"13/02/1972","Trabalho com carteira assinada/Vínculo Formal","Com o namorado(a)/noivo(a)/cônjuge",1,"Curitiba","B (carro)","Carro/moto próprio",15,0,"Não possuo","Não toco nenhum instrumento","Facebook, Twitter, Instagram","Não",6,"Vôlei","Não","Não","Não","Não","Não","Uso de proteção ocular","Uso de proteção ocular","Não afetou","Não afetou","Afetou moderadamente","Sim","Não sei dizer","Não sei dizer",42,"A da esquerda se chama Kiki, a da direita se chama Bouba.",45
"11/03/2021 14:19:627","UNILA",,"Mestrado Acadêmico","Ciências Exatas",2014,"FASATC","Iniciação científica",,,,0,"Não",1,20,"Não","Nunca usei","Não sei ainda",5,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Pelo(a)  orientador(a)","Não","Não","Não","Totalmente em escola particular","Ensino médio profissionalizante (técnico)","Masculino",182,92,"05/09/1988","Trabalho por contrato","Com o namorado(a)/noivo(a)/cônjuge",1,"Outro Estado","A e B (moto e carro)","Carro/moto próprio",840,0,"Gato","Não toco nenhum instrumento","Facebook, Twitter, Instagram, Linkedin","Não",18,"Corrida","Não","Não","Não","Não","Não","Uso de álcool em gel","Uso de álcool em gel","Afetou muito","Estudei mais que o normal","Afetou pouco","Não sei dizer","Não","Não",45,"A da esquerda se chama Bouba, a da direita se chama Kiki.",42
"11/03/2021 14:19:628","UFPR","SL - Litoral","Mestrado Acadêmico","Ciências Biológicas",2017,"Universidade Positivo","Iniciação científica",,,"UFPR",0,"Não",1,0,"Não","Nunca usei","Certamente sim",9,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola particular","Ensino médio tradicional","Feminino",175,60,"16/02/1995","Trabalho ocasional","Com o namorado(a)/noivo(a)/cônjuge",1,"Curitiba","Não","Bicicleta",15,0,"Cachorro, Gato","Não toco nenhum instrumento","Facebook, Instagram","Não",26,"Musculação","Não","Não","Não","Não","Não","Uso de máscaras","Uso de máscaras","Afetou muito","Estudei menos que o normal","Afetou pouco","Não","Sim","Sim",45,"A da esquerda se chama Kiki, a da direita se chama Bouba.",45
"11/03/2021 14:19:629","UFPR","TC - Tecnologia","Mestrado Acadêmico","Ciências Exatas",2018,"UNIJUI","Iniciação científica",,,"UFPR",0,"CAPES",2,8,"Não","Nunca usei","Não sei ainda",7,"Conseguir um emprego.","Por ex-alunos da Disciplina","Não","Não","Não","Totalmente em escola pública","Ensino médio tradicional","Masculino",172,115,"23/06/1988","Bolsista em tempo integral","Pensão, quarto alugado ou algo similar",1,"Outro Estado","A e B (moto e carro)","A pé",19,8,"Não possuo","Não toco nenhum instrumento","Facebook, Twitter, Instagram, Linkedin","Não",19,"Basquete","Não","Não","Não","Não","Não","Uso de proteção ocular","Uso de proteção ocular","Afetou muito","Não afetou","Afetou muito","Sim","Sim","Sim",57,"A da esquerda se chama Bouba, a da direita se chama Kiki.",42
"11/03/2021 14:19:630","UFPR","BL - Ciências Biológiccas","Mestrado Acadêmico","Ciências Biológicas",2018,"UTFPR","Iniciação científica",,,,0,"CNPQ",1,8,"Não","Nunca usei","Certamente sim",8,"Conseguir um emprego.","Por colegas","Não","Não","Não","Totalmente em escola pública","Ensino médio profissionalizante (técnico)","Feminino",163,50,"23/02/1995","Bolsista em tempo integral","Com os pais",1,"Região metropolitana","B (carro)","Carro/moto próprio",60,0,"Cachorro","Não toco nenhum instrumento","Facebook, Instagram, Linkedin","Não",21,"Basquete","Sim","Sim","Sim","Sim","Sim","Vacinação","Vacinação","Afetou pouco","Estudei menos que o normal","Afetou moderadamente","Não","Sim","Sim",42,"A da esquerda se chama Kiki, a da direita se chama Bouba.",38
"11/03/2021 14:19:631","UFPR","BL - Ciências Biológiccas","Doutorado","Ciências Biológicas",2015,"Pucpr","Iniciação científica",2016,2018,"UFPR",2,"CNPQ",1,0,"Não","Nunca usei","Certamente sim",8,"Conseguir um emprego.","Email da secretaria de pós-graduação de Bioquímica","Não","Não","Não","Totalmente em escola particular","Ensino médio tradicional","Feminino",172,68,"20/01/1994","Bolsista em tempo integral","Sozinho",1,"Outro Estado","B (carro)","Carro/moto próprio",30,2,"Gato","Piano","Instagram","Não",34,"Musculação","Não","Não","Não","Não","Não","Lavagem frequente das mãos","Lavagem frequente das mãos","Afetou moderadamente","Não afetou","Afetou muito","Sim","Sim","Sim",45,"A da esquerda se chama Bouba, a da direita se chama Kiki.",50
"11/03/2021 14:19:632","UEM","SP - Palotina","Doutorado","Ciências Exatas",2002,"FIAP","Iniciação científica",2017,2019,"UNINOVE",0,"Não",0,1,"Não","Nunca usei","Certamente sim",7,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola pública","Ensino médio tradicional","Masculino",164,85,"03/08/1978","Trabalho por contrato","Com o namorado(a)/noivo(a)/cônjuge",2,"Interior do Paraná","B (carro)","Carro/moto próprio",0,0,"Não possuo","Não toco nenhum instrumento","Facebook, Linkedin","Não",29,"Natação","Não","Não","Não","Não","Não","Uso de máscaras","Uso de máscaras","Afetou moderadamente","Não afetou","Afetou pouco","Sim","Não sei dizer","Não sei dizer",40,"A da esquerda se chama Kiki, a da direita se chama Bouba.",48
"11/03/2021 14:19:633","UFPR","SD - Saúde","Professor","Ciências Biológicas",2009,"UFPR","Iniciação científica",2010,2011,"UFPR",20,"Não",1,15,"Não","Nunca usei","Certamente sim",6,"Aumento salarial e oportunidades mais promissoras.","Por colegas","Não","Não","Não","Totalmente em escola particular","Ensino médio tradicional","Feminino",154,47,"25/06/1986","Trabalho com carteira assinada/Vínculo Formal","Sozinho",0,"Interior do Paraná","B (carro)","Carro/moto próprio",20,0,"Não possuo","Não toco nenhum instrumento","Facebook, Instagram","Não",39,"Vôlei","Não","Não","Não","Não","Não","Uso de álcool em gel","Uso de álcool em gel","Extinguiu minha renda","Não afetou","Afetou moderadamente","Sim","Sim","Sim",42,"A da esquerda se chama Bouba, a da direita se chama Kiki.",45
"11/03/2021 14:19:634","UFPR","ET - Exatas","Mestrado Acadêmico","Ciências Exatas",2019,"UFSCar","Iniciação científica",,,,0,"CAPES",0,0,"Não","Nunca usei","Certamente sim",10,"Aumento salarial e oportunidades mais promissoras.","Pelo(a)  orientador(a)","Não","Não","Não","Totalmente em escola particular","Ensino médio tradicional","Feminino",168,60,"16/08/1994","Bolsista em tempo integral","Com o namorado(a)/noivo(a)/cônjuge",1,"Outro Estado","A e B (moto e carro)","Transporte público",40,4,"Cachorro","Teclado","Facebook, Instagram, Linkedin","Não",36,"Nenhuma","Não","Não","Não","Não","Não","Uso de proteção ocular","Uso de proteção ocular","Afetou moderadamente","Não afetou","Afetou moderadamente","Sim","Sim","Sim",45,"A da esquerda se chama Bouba, a da direita se chama Kiki.",50
"11/03/2021 14:19:635","UNILA",,"Doutorado","Ciências Biológicas",2012,"ANGLO AMERICANO","Iniciação científica",2018,2020,"UNIOESTE",0,"UNILA",1,9,"Não","Nunca usei","Certamente sim",9,"Conseguir um emprego.","Pelo(a)  orientador(a)","Não","Não","Não","Totalmente em escola particular","Ensino médio tradicional","Feminino",163,65,"09/10/1991","Bolsista em tempo integral","Com o namorado(a)/noivo(a)/cônjuge",7,"Interior do Paraná","B (carro)","Carona com amigos",30,3,"Cachorro, Gato","Não toco nenhum instrumento","Facebook, Instagram","Não",48,"Futebol","Não","Não","Não","Não","Não","Uso de álcool em gel","Uso de álcool em gel","Não afetou","Não afetou","Afetou moderadamente","Sim","Não sei dizer","Não sei dizer",42,"A da esquerda se chama Kiki, a da direita se chama Bouba.",45
"11/03/2021 14:19:636","UNILA","CT - Ciências da Terra","Mestrado Acadêmico","Ciências Exatas",2010,"UDC UNIÃO DINÂMICA DE FACULDADE DAS CATARATAS","Iniciação científica",,,,0,"Não",1,0,"Não","Nunca usei","Certamente sim",10,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Pelo(a)  orientador(a)","Sim","Não","Sim","Totalmente em escola pública","Ensino médio tradicional","Feminino",158,59,"16/11/1988","Trabalho por contrato","Com o namorado(a)/noivo(a)/cônjuge",5,"Interior do Paraná","B (carro)","Transporte público",130,2,"Cachorro","Não toco nenhum instrumento","Facebook, Google+","Sim",56,"Natação","Não","Não","Não","Não","Não","Isolamento social","Isolamento social","Afetou muito","Não afetou","Afetou moderadamente","Sim","Não sei dizer","Não sei dizer",45,"A da esquerda se chama Kiki, a da direita se chama Bouba.",45
"11/03/2021 14:19:637","UFPR","BL - Ciências Biológiccas","Mestrado Acadêmico","Ciências Biológicas",2018,"PUCPR","Iniciação científica",,,,0,"CAPES",1,0,"Não","Nunca usei","Não sei ainda",8,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola particular","Ensino médio tradicional","Masculino",170,56,"21/04/1991","Bolsista em tempo integral","Com outros familiares",2,"Outro Estado","B (carro)","Carona com amigos",20,6,"Gato","Não toco nenhum instrumento","Instagram","Não",56,"Nenhuma","Não","Não","Não","Não","Não","Uso de máscaras, Uso de luvas, Uso de proteção ocular, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Uso de máscaras, Uso de luvas, Uso de proteção ocular, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Afetou muito","Não afetou","Afetou moderadamente","Sim","Sim","Sim",50,"A da esquerda se chama Bouba, a da direita se chama Kiki.",45
"11/03/2021 14:19:638","UFPR","SD - Saúde","Mestrado Acadêmico","Ciências Biológicas",2014,"Ufpr","Iniciação científica, Monitoria",,2021,,4,"Não",1,0,"Não","Nunca usei","Certamente sim",10,"Aumento salarial e oportunidades mais promissoras.","Por alguma outra mídia social da UFPR","Não","Não","Não","Totalmente em escola pública","Ensino médio tradicional","Feminino",164,63,"28/06/1988","Autônomo ","Com o namorado(a)/noivo(a)/cônjuge",1,"Outro Estado","B (carro)","Carro/moto próprio",25,6,"Não possuo","Não toco nenhum instrumento","Instagram, Linkedin","Não",8,"Musculação, Vôlei","Não","Não","Não","Não","Não","Uso de proteção ocular","Uso de proteção ocular","Afetou muito","Não afetou","Não afetou","Sim","Sim","Sim",56,"A da esquerda se chama Bouba, a da direita se chama Kiki.",42
