"","ln_instituicao","ln_setorAtuacao","lo_ativAtuacao","ln_setorArea","tc_anoFimGrad","ln_localGrad","ln_progGrad","tc_inicMest","tc_fimMest","ln_localMest","td_artigo","ln_bolsaEstudo","td_estatGrad","td_estatPGrad","lo_soft","ln_enumSoft","lo_importancia","td_notaImport","ln_expectAposPG","ln_conhecTransv","lo_videoTransv","ln_turma","lo_contatoProfDisc","lo_contatoProfColabDisc","ln_medio1","ln_medio2","ln_sexo","tc_altura","tc_peso","dataNasc","ln_tipoTrab","ln_compMoradia","td_numIrmao","ln_origem","ln_tipoHab","ln_tipoTransp","tc_tempoPUniv","td_qtddServTransp","ln_pet","ln_instr","ln_rede","tc_idadeProf","ln_kiki","tc_IMC","tc_idade","id_foto"
"684","unila",NA,"mestrado academico","ciencias exatas",2019,"outro",NA,NA,NA,"outro",0,"nao",1,1,"nao","","definitivamente nao",8,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","pelos professores que ministram/ministraram disciplinas da transversal","nao","Remota","nao","nao","totalmente em escola publica","ensino medio profissionalizante (tecnico)","Masculino",183,93,1973-12-02,"trabalho com carteira assinada/vinculo formal","sozinho",8,"interior","superior a b","carro/moto proprio",15,0,"gato","nao toco nenhum instrumento","Facebook; Google+; Instagram; Linkedin",45,"A se chama Bouba e B se chama Kiki.",27.7703126399713,47,2
"685","ufpr","ag - agrarias","mestrado academico","ciencias biologicas",2019,"outro","monitoria; projeto de extensao",NA,2022,"ufpr",3,"nao",2,2,"nao","","certamente sim",10,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","site da ufpr ou instituicao de origem","nao","Remota","sim","sim","totalmente em escola publica","ensino medio tradicional","Feminino",162,68,1997-06-23,"trabalho ocasional","com o namorado(a)/noivo(a)/conjuge",1,"interior","a e b (moto e carro)","carro/moto proprio",150,0,"cachorro; gato; passaro; coelho","nao toco nenhum instrumento","Facebook; Instagram",52,"B se chama Bouba e A se chama Kiki.",25.9106843468983,23,2
"686","ufpr","sa - sociais aplicadas","mestrado academico","ciencias humanas",2014,"outro","projeto de extensao",NA,NA,"outro",0,"nao",1,0,"sim","r","nao sei ainda",7,"aumento salarial e oportunidades mais promissoras.","outro","nao","Remota","nao","nao","totalmente em escola publica","ensino medio tradicional","Feminino",175,80,1993-04-10,"trabalho com carteira assinada/vinculo formal","sozinho",0,"outro estado","a e b (moto e carro)","taxi/aplicativo",10,20,"nao possuo","nao toco nenhum instrumento","Facebook; Google+; Instagram; Linkedin; Outras",52,"B se chama Bouba e A se chama Kiki.",26.1224489795918,28,2
"687","ufpr","sd - saude","doutorado","ciencias biologicas",2001,"ufpr","projeto de extensao",2010,2013,"ufpr",5,"capes",1,2,"sim","past","certamente sim",10,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","site da ufpr ou instituicao de origem","nao","Remota","nao","nao","totalmente em escola particular","ensino medio tradicional","Masculino",184,92,1976-05-01,"outro","com o namorado(a)/noivo(a)/conjuge",1,"curitiba","b (carro)","carro/moto proprio",20,0,"cachorro","violao; guitarra","Facebook; Instagram",45,"B se chama Bouba e A se chama Kiki.",27.1739130434783,45,2
"688","ufpr","sd - saude","doutorado","ciencias biologicas",2005,"uel","iniciacao cientifica",2010,2012,"ufpr",1,"nao",0,2,"sim","r; spss; stata","certamente sim",9,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","site da ufpr ou instituicao de origem","sim","Remota","nao","nao","totalmente em escola particular","ensino medio tradicional","Masculino",176,85,1980-09-02,"trabalho com carteira assinada/vinculo formal","com o namorado(a)/noivo(a)/conjuge",1,"outro estado","b (carro)","carro/moto proprio",20,5,"cachorro","nao toco nenhum instrumento","Facebook; Twitter",40,"A se chama Bouba e B se chama Kiki.",27.4405991735537,40,2
"689","ufpr","tc - tecnologia","doutorado","ciencias exatas",2005,"ufpr","iniciacao cientifica; pet; monitoria",2006,2007,"outro",2,"nao",0,1,"sim","r; excel; matlab","certamente sim",10,"conseguir um emprego.","site da ufpr ou instituicao de origem","nao","Remota","nao","nao","totalmente em escola publica","ensino medio tradicional","Masculino",173,75,1972-01-05,"trabalho com carteira assinada/vinculo formal","com o namorado(a)/noivo(a)/conjuge",4,"outro estado","b (carro)","carro/moto proprio",10,0,"cachorro","flauta","Nenhuma",52,"A se chama Bouba e B se chama Kiki.",25.0593070266297,49,2
"690","uepg","sd - saude","mestrado academico","ciencias biologicas",2016,"uepg","monitoria; projeto de extensao",NA,NA,"outro",0,"capes",0,0,"nao","excel","certamente sim",10,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","pelo(a)  orientador(a)","nao","Remota","nao","nao","totalmente em escola particular","ensino medio tradicional","Feminino",152,48,1993-04-19,"bolsista em tempo integral","com os pais",1,"interior","b (carro)","carro/moto proprio",30,3,"cachorro","nao toco nenhum instrumento","Facebook; Twitter; Instagram; Linkedin",47,"B se chama Bouba e A se chama Kiki.",20.7756232686981,28,2
"691","ufpr","tc - tecnologia","doutorado","ciencias exatas",2008,"ufpr","monitoria",2016,2019,"ufpr",0,"outro",1,5,"sim","minitab; excel; matlab","certamente sim",9,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","email institucional da sucom (superintendencia de comunicacao e marketing)","nao","Presencial","nao","nao","parte em escola publica, parte em particular","ensino medio tradicional","Masculino",168,58,1983-11-10,"bolsista em tempo integral","com o namorado(a)/noivo(a)/conjuge",2,"reg. metr.","a e b (moto e carro)","bicicleta",15,8,"nao possuo","violao","Facebook; Twitter; Instagram; Linkedin",45,"B se chama Bouba e A se chama Kiki.",20.5498866213152,37,2
"692","uepg",NA,"mestrado academico","ciencias biologicas",2019,"uepg","iniciacao cientifica; monitoria; projeto de extensao",NA,NA,"outro",0,"capes",0,0,"nao","","certamente sim",8,"aumento salarial e oportunidades mais promissoras.","pelos professores que ministram/ministraram disciplinas da transversal","nao","Remota","nao","nao","totalmente em escola particular","ensino medio tradicional","Feminino",165,58,1996-10-26,"bolsista em tempo integral","com amigos",1,"interior","nao","transporte publico",60,6,"cachorro","nao toco nenhum instrumento","Facebook; Instagram",45,"B se chama Bouba e A se chama Kiki.",21.3039485766759,24,2
"693","ufpr","ch - humanas","mestrado academico","ciencias humanas",2008,"ufpr","projeto de extensao",NA,NA,"outro",0,"nao",1,0,"nao","","certamente sim",5,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","pelo(a)  orientador(a)","nao","Remota","nao","nao","totalmente em escola particular","ensino medio tradicional","Feminino",167,68,1986-10-14,"trabalho com carteira assinada/vinculo formal","com o namorado(a)/noivo(a)/conjuge",1,"outro estado","b (carro)","carro/moto proprio",25,3,"gato","nao toco nenhum instrumento","Facebook; Instagram",49,"B se chama Bouba e A se chama Kiki.",24.3823729785937,34,2
"694","ufpr","sd - saude","mestrado academico","ciencias biologicas",2017,"uepg","monitoria; projeto de extensao",NA,NA,"outro",0,"nao",1,0,"nao","","certamente sim",10,"conseguir um emprego.","email institucional da sucom (superintendencia de comunicacao e marketing)","nao","Remota","nao","nao","totalmente em escola particular","ensino medio tradicional","Feminino",157,45,1995-01-03,"outro","com os pais",2,"interior","b (carro)","transporte publico",60,5,"cachorro; gato","nao toco nenhum instrumento","Facebook; Instagram",42,"B se chama Bouba e A se chama Kiki.",18.2563187147552,26,2
"695","ufpr","sa - sociais aplicadas","mestrado academico","ciencias humanas",2017,"outro",NA,NA,NA,"outro",0,"nao",2,0,"sim","r; spss; excel","certamente sim",8,"aumento salarial e oportunidades mais promissoras.","site da ufpr ou instituicao de origem","nao","Presencial","nao","nao","totalmente em escola publica","ensino medio tradicional","Masculino",163,63,1993-06-26,"trabalho com carteira assinada/vinculo formal","com outros familiares",0,"curitiba","a e b (moto e carro)","carro/moto proprio",50,0,"nao possuo","nao toco nenhum instrumento","Instagram; Linkedin",42,"A se chama Bouba e B se chama Kiki.",23.7118446309609,27,2
"696","ufpr","sp - palotina","mestrado academico","ciencias exatas",2019,"outro","iniciacao cientifica; projeto de extensao; equipe de aerodesign",NA,2021,"outro",2,"capes",1,4,"sim","minitab; excel; matlab","certamente sim",10,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","email institucional da sucom (superintendencia de comunicacao e marketing)","nao","Remota","nao","nao","totalmente em escola particular","ensino medio tradicional","Masculino",173,85,1991-10-01,"bolsista em tempo integral","com o namorado(a)/noivo(a)/conjuge",1,"outro estado","a e b (moto e carro)","bicicleta",5,0,"nao possuo","violao","Facebook; Instagram",45,"B se chama Bouba e A se chama Kiki.",28.4005479635136,29,2
"697","ufpr",NA,"mestrado academico","ciencias biologicas",2010,"outro","iniciacao cientifica",NA,NA,"outro",0,"nao",1,0,"sim","minitab; excel","certamente sim",9,"aumento salarial e oportunidades mais promissoras.","site da ufpr ou instituicao de origem","nao","Remota","nao","nao","totalmente em escola particular","ensino medio tradicional","Feminino",160,57,2020-01-29,"trabalho com carteira assinada/vinculo formal","com outros familiares",2,"outro estado","b (carro)","carro/moto proprio",30,2,"cachorro","nao toco nenhum instrumento","Facebook; Instagram; Linkedin",51,"B se chama Bouba e A se chama Kiki.",22.265625,1,2
"698","unioeste","sd - saude","doutorado","ciencias biologicas",2006,"unioeste","iniciacao cientifica; monitoria; projeto de extensao",2012,2014,"ufpr",2,"nao",1,6,"sim","excel","certamente sim",10,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","site da ufpr ou instituicao de origem","nao","Remota","nao","nao","totalmente em escola particular","ensino medio tradicional","Masculino",174,74,1982-05-14,"trabalho com carteira assinada/vinculo formal","com outros familiares",2,"interior","b (carro)","carro/moto proprio",10,0,"nao possuo","nao toco nenhum instrumento","Nenhuma",45,"A se chama Bouba e B se chama Kiki.",24.441802087462,38,2
"699","unicentro",NA,"doutorado","ciencias humanas",2013,"unicentro","iniciacao cientifica",2018,2020,"unicentro",0,"nao",0,0,"sim","excel","certamente sim",9,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","pelo(a)  orientador(a)","nao","Remota","nao","nao","totalmente em escola publica","ensino medio tradicional","Masculino",170,81,1989-09-20,"trabalho com carteira assinada/vinculo formal","com o namorado(a)/noivo(a)/conjuge",2,"interior","b (carro)","carro/moto proprio",90,0,"cachorro","outro","Facebook; Instagram",48,"A se chama Bouba e B se chama Kiki.",28.0276816608997,31,2
"700","unioeste",NA,"mestrado academico","ciencias humanas",2014,"unioeste",NA,NA,NA,"outro",0,"nao",1,2,"sim","excel","nao sei ainda",7,"aumento salarial e oportunidades mais promissoras.","pelo(a)  orientador(a)","nao","Remota","nao","nao","totalmente em escola publica","ensino medio tradicional","Feminino",170,67,1993-12-28,"trabalho com carteira assinada/vinculo formal","com o namorado(a)/noivo(a)/conjuge",2,"interior","a e b (moto e carro)","carro/moto proprio",50,0,"cachorro; passaro","violao","Facebook; Instagram",55,"A se chama Bouba e B se chama Kiki.",23.1833910034602,27,2
"701","ufpr","sd - saude","mestrado academico","ciencias biologicas",2010,"outro","pet; monitoria; projeto de extensao",NA,NA,"outro",0,"nao",1,0,"nao","","certamente sim",10,"outro","site da ufpr ou instituicao de origem","nao","Remota","nao","nao","totalmente em escola particular","ensino medio tradicional","Feminino",167,65,1988-05-04,"outro","com o namorado(a)/noivo(a)/conjuge",1,"outro estado","b (carro)","outro",0,0,"cachorro","nao toco nenhum instrumento","Facebook; Twitter; Instagram; Linkedin",40,"B se chama Bouba e A se chama Kiki.",23.3066800530675,32,2
"702","ifpr",NA,"professor","ciencias exatas",2006,"uem","iniciacao cientifica; pet",2006,2008,"outro",4,"nao",1,1,"sim","minitab; statistica; excel; past; sisvar","certamente sim",10,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","outro","nao","Remota","sim","sim","totalmente em escola particular","ensino medio tradicional","Feminino",162,63,1984-02-27,"outro","com outros familiares",1,"interior","a e b (moto e carro)","carro/moto proprio",10,0,"nao possuo","violao; teclado","Facebook; Instagram",40,"A se chama Bouba e B se chama Kiki.",24.0054869684499,37,2
"703","ufpr","ch - humanas","mestrado academico","ciencias humanas",2016,"ufpr","projeto de extensao",NA,NA,"outro",1,"capes",1,8,"sim","spss; excel; bioestat","certamente sim",10,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","por alguma outra midia social da ufpr","nao","Remota","nao","nao","parte em escola publica, parte em particular","ensino medio tradicional","Feminino",160,60,1993-12-26,"bolsista em tempo integral","com o namorado(a)/noivo(a)/conjuge",1,"curitiba","nao","carro/moto proprio",30,8,"cachorro; gato","nao toco nenhum instrumento","Facebook; Instagram",45,"B se chama Bouba e A se chama Kiki.",23.4375,27,2
"704","uepg","bl - ciencias biologiccas","doutorado","ciencias biologicas",2008,"uepg","iniciacao cientifica; monitoria; projeto de extensao; aluno convidada de disciplinas de mestrado ",2010,2012,"uepg",4,"nao",0,30,"sim","spss; biostat; graphpad prism","certamente sim",10,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","pelo(a)  orientador(a)","nao","Remota","nao","nao","totalmente em escola publica","outro","Feminino",156,66,1978-02-22,"outro","sozinho",2,"interior","b (carro)","carro/moto proprio",25,10,"cachorro","nao toco nenhum instrumento","Facebook; Twitter; Instagram; Linkedin",45,"B se chama Bouba e A se chama Kiki.",27.120315581854,43,2
"705","ufpr","sd - saude","doutorado","ciencias exatas",2005,"outro",NA,NA,NA,"outro",0,"nao",2,0,"nao","","certamente sim",10,"aumento salarial e oportunidades mais promissoras.","site da ufpr ou instituicao de origem","nao","Remota","nao","nao","parte em escola publica, parte em particular","ensino medio tradicional","Feminino",165,65,1978-04-13,"trabalho com carteira assinada/vinculo formal","com outros familiares",2,"curitiba","b (carro)","carro/moto proprio",5,4,"gato","nao toco nenhum instrumento","Facebook; Twitter; Instagram; Linkedin",40,"A se chama Bouba e B se chama Kiki.",23.8751147842057,43,2
"706","ufpr","bl - ciencias biologiccas","mestrado academico","ciencias biologicas",2019,"outro","iniciacao cientifica",NA,NA,"outro",0,"nao",1,0,"sim","r; excel","certamente sim",8,"conseguir um emprego.","site da ufpr ou instituicao de origem","nao","Remota","nao","nao","totalmente em escola particular","ensino medio profissionalizante (tecnico)","Masculino",185,83,2020-08-17,"outro","com os pais",0,"reg. metr.","b (carro)","carro/moto proprio",20,3,"nao possuo","teclado; outro","Facebook; Instagram; Linkedin",50,"B se chama Bouba e A se chama Kiki.",24.2512783053324,0,2
"707","ufpr","sd - saude","mestrado academico","ciencias humanas",2013,"outro",NA,NA,NA,"outro",1,"nao",0,8,"sim","excel","certamente sim",10,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","site da ufpr ou instituicao de origem","nao","Remota","nao","nao","totalmente em escola publica","ensino medio tradicional","Feminino",170,66,1989-11-30,"trabalho com carteira assinada/vinculo formal","com o namorado(a)/noivo(a)/conjuge",4,"outro estado","a e b (moto e carro)","servico fretado de van/onibus",240,0,"cachorro","nao toco nenhum instrumento","Facebook; Instagram; Linkedin",42,"B se chama Bouba e A se chama Kiki.",22.8373702422145,31,2
"708","ufpr","bl - ciencias biologiccas","doutorado","ciencias biologicas",2017,"ufpr","iniciacao cientifica; monitoria",2018,2020,"ufpr",0,"cnpq",1,10,"sim","excel; matlab","certamente sim",10,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","outro","nao","Remota","nao","nao","totalmente em escola particular","ensino medio tradicional","Masculino",172,74,1991-12-02,"bolsista em tempo integral","com os pais",2,"curitiba","b (carro)","transporte publico",90,5,"nao possuo","piano","Facebook; Instagram",42,"B se chama Bouba e A se chama Kiki.",25.013520822066,29,2
"709","ufpr","ag - agrarias","mestrado academico","ciencias biologicas",2019,"ufpr","monitoria; projeto de extensao",NA,NA,"outro",1,"cnpq",1,0,"sim","r; sas","certamente sim",10,"conseguir um emprego.","pelo(a)  orientador(a)","nao","Presencial","nao","nao","totalmente em escola particular","ensino medio tradicional","Feminino",160,54,1983-03-08,"bolsista em tempo integral","com o namorado(a)/noivo(a)/conjuge",2,"curitiba","b (carro)","carro/moto proprio",60,0,"cachorro; gato","nao toco nenhum instrumento","Instagram",42,"B se chama Bouba e A se chama Kiki.",21.09375,38,2
"710","uepg","sd - saude","doutorado","ciencias biologicas",2017,"ufpr","monitoria; projeto de extensao",2018,2020,"uepg",0,"nao",0,10,"nao","","certamente sim",10,"aumento salarial e oportunidades mais promissoras.","site da ufpr ou instituicao de origem","nao","Remota","nao","nao","totalmente em escola particular","ensino medio tradicional","Feminino",170,54,1993-09-16,"trabalho com carteira assinada/vinculo formal","sozinho",1,"curitiba","b (carro)","carro/moto proprio",20,0,"cachorro","nao toco nenhum instrumento","Facebook; Instagram",54,"A se chama Bouba e B se chama Kiki.",18.6851211072664,27,2
