"","data_hora","instituicao","setor_ufpr","atividade_ies","area_conhec","fim_grad","inst_grad","programas_grad","inicio_msc","final_msc","inst_msc","artigos","bolsa","materias_est","materias_n_est","software_sn","software_list","met_est","import_met_est","expectativa_pos_pg","conhec_trans","youtube","contat_coord","contat_colab","ensino_medio1","ensino_medio2","sexo","altura","peso","nascimento","emprego","residencia","irmaos","origem","cnh","transporte","tempo_ies","app_transporte","pet","instrumento","redes_sociais","atv_fisica_reg","atv_fisica_n","atv_fisica_qual","covid_positivo","covid_conhecido","covid_gr_risco_me","covid_gr_risco_outro","covid_vacina","medidas_eficazes","medidas_seguidas","covid_renda","covid_estudos","covid_aprendizado","covid_ere","dificuldade_ere","covid_conclusao","descartada","idade_foto","kiki_bouba","quadrados","idade","indica_foto"
"242","17/03/2021 13:58:11","ufpr","sd - saude","mestrado academico","ciencias biologicas",2017,"outro","iniciacao cientifica; monitoria; projeto de extensao",NA,2022,NA,0,"nao",1,12,"sim","spss; excel ou similares","certamente sim",8,"aumento salarial e oportunidades mais promissoras.","pelo(a)  orientador(a)","nao","nao","nao","totalmente em escola publica","ensino medio tradicional","Masculino",175,65,1990-09-22,"trabalho por contrato","com os pais",2,"curitiba","b (carro)","carro/moto proprio",15,0,"cachorro","nao toco nenhum instrumento","facebook; twitter; instagram; linkedin","nao",1,"funcional","sim","sim","sim","sim","sim","uso de mascaras; uso de luvas; uso de protecao ocular; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","uso de mascaras; uso de luvas; uso de protecao ocular; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","afetou moderadamente","estudei mais que o normal","afetou muito","nao","sim","sim","",28,"a da esquerda se chama bouba, a da direita se chama kiki.",28,30,"C/ barba"
"243","17/03/2021 14:02:19","ufpr","bl - ciencias biologiccas","doutorado","ciencias biologicas",2016,"outro","iniciacao cientifica",2017,2019,"outro",2,"cnpq",1,0,"sim","excel ou similares; matlab","certamente sim",10,"conseguir um emprego.","site da ufpr ou instituicao de origem","nao","nao","nao","totalmente em escola particular","ensino medio tradicional","Feminino",167,75,1990-09-21,"bolsista em tempo integral","com os pais",1,"outro estado","b (carro)","carona com amigos",10,3,"cachorro","contrabaixo; outro","facebook; twitter; instagram","nao",0,"nenhuma","nao","sim","nao","sim","nao","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais)","afetou muito","estudei menos que o normal","afetou muito","nao","sim","sim","",35,"a da esquerda se chama kiki, a da direita se chama bouba.",38,30,"C/ barba"
"244","17/03/2021 14:02:26","ufpr","tc - tecnologia","doutorado","ciencias exatas",2012,"outro","nao participei",2013,2016,"outro",2,"capes",0,10,"sim","excel ou similares","nao sei ainda",7,"conseguir um emprego.","site da ufpr ou instituicao de origem","nao","nao","nao","totalmente em escola publica","ensino medio tradicional","Feminino",171,68,1991-09-30,"bolsista em tempo integral","com amigos",1,"outro estado","a e b (moto e carro)","a pe",45,2,"nao possuo","nao toco nenhum instrumento","facebook","nao",0,"caminhada","nao","sim","nao","nao","nao","uso de mascaras; uso de luvas; uso de protecao ocular; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; tratamento precoce (de qualquer especie); isolamento social","uso de mascaras; uso de protecao ocular; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); isolamento social","afetou moderadamente","estudei menos que o normal","afetou muito","sim","sim","sim","",25,"a da esquerda se chama kiki, a da direita se chama bouba.",26,29,"C/ barba"
"245","17/03/2021 14:03:21","ufpr","bl - ciencias biologiccas","mestrado academico","ciencias biologicas",2017,"outro","iniciacao cientifica; monitoria; projeto de extensao",NA,NA,NA,0,"nao",1,5,"sim","r; excel ou similares","certamente sim",10,"conseguir um emprego.","site da ufpr ou instituicao de origem","nao","nao","nao","parte em escola publica, parte em particular","ensino medio tradicional","Feminino",170,70,1992-12-13,"outro","com os pais",1,"curitiba","b (carro)","carro/moto proprio",40,0,"cachorro","nao toco nenhum instrumento","twitter; instagram; linkedin","sim",5,"ciclismo","nao","sim","nao","sim","nao","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); isolamento social","afetou pouco","estudei mais que o normal","afetou muito","nao sei dizer","nao","sim","",25,"a da esquerda se chama kiki, a da direita se chama bouba.",32,28,"C/ barba"
"246","17/03/2021 14:04:06","ufpr",NA,"mestrado academico","ciencias biologicas",2019,"ufpr","iniciacao cientifica; projeto de extensao",2020,NA,"ufpr",0,"capes",1,0,"sim","r","nao sei ainda",5,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","email institucional da sucom (superintendencia de comunicacao e marketing)","nao","nao","nao","totalmente em escola particular","ensino medio profissionalizante (tecnico)","Feminino",168,77,1997-02-06,"bolsista em tempo integral","com amigos",0,"curitiba","nao","bicicleta",5,0,"gato","nao toco nenhum instrumento","facebook; twitter; google+; instagram; linkedin","nao",0,"nenhuma","nao","sim","nao","nao","nao","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); isolamento social","afetou moderadamente","estudei menos que o normal","afetou muito","nao sei dizer","sim","sim","",26,"a da esquerda se chama kiki, a da direita se chama bouba.",30,24,"C/ barba"
"247","17/03/2021 14:04:09","utfpr","ag - agrarias","mestrado academico","ciencias exatas",2020,"outro","pet; projeto de extensao",NA,2022,"utfpr",0,"outro",2,5,"sim","minitab; excel ou similares; sisvar e agroestat","certamente sim",10,"conseguir um emprego.","pelo(a)  orientador(a)","nao","nao","nao","totalmente em escola publica","ensino medio tradicional","Feminino",153,44,1997-06-03,"bolsista em tempo integral","com amigos",2,"outro estado","a e b (moto e carro)","transporte publico",15,2,"nao possuo","nao toco nenhum instrumento","facebook; instagram","nao",0,"nenhuma","nao","nao","nao","nao","nao","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); isolamento social","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); isolamento social","nao afetou","nao afetou","nao afetou","sim","nao sei dizer","nao","",24,"a da esquerda se chama kiki, a da direita se chama bouba.",27,23,"C/ barba"
"248","17/03/2021 14:05:21","ufpr","ch - humanas","doutorado","ciencias humanas",2014,"ufpr","iniciacao cientifica; projeto de extensao",2015,2017,"ufpr",1,"nao",1,0,"sim","r; spss; excel ou similares","certamente sim",9,"aumento salarial e oportunidades mais promissoras.","site da ufpr ou instituicao de origem","nao","nao","nao","totalmente em escola publica","ensino medio tradicional","Masculino",196,85,1992-11-07,"trabalho com carteira assinada/vinculo formal","com o namorado(a)/noivo(a)/conjuge/nucleo familiar proprio",5,"regiao metropolitana","a e b (moto e carro)","carro/moto proprio",15,0,"gato","nao toco nenhum instrumento","facebook; instagram","nao",1,"caminhada","nao","sim","nao","nao","nao","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","afetou pouco","estudei menos que o normal","nao afetou","sim","nao sei dizer","nao","",23,"a da esquerda se chama kiki, a da direita se chama bouba.",16,28,"C/ barba"
"249","17/03/2021 14:05:55","ufpr","ch - humanas","doutorado","ciencias humanas",2014,"ufpr","iniciacao cientifica; projeto de extensao",2015,2017,"ufpr",1,"nao",1,0,"sim","r; spss; excel ou similares","certamente sim",9,"aumento salarial e oportunidades mais promissoras.","site da ufpr ou instituicao de origem","nao","nao","nao","totalmente em escola publica","ensino medio tradicional","Masculino",196,85,1992-11-07,"trabalho com carteira assinada/vinculo formal","com o namorado(a)/noivo(a)/conjuge/nucleo familiar proprio",5,"regiao metropolitana","a e b (moto e carro)","carro/moto proprio",15,0,"gato","nao toco nenhum instrumento","facebook; instagram","nao",1,"caminhada","nao","sim","nao","nao","nao","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","afetou pouco","estudei menos que o normal","nao afetou","sim","nao sei dizer","nao","",23,"a da esquerda se chama kiki, a da direita se chama bouba.",16,28,"C/ barba"
"250","17/03/2021 14:07:34","ufpr","sd - saude","doutorado","ciencias humanas",2013,"ufpr","iniciacao cientifica; monitoria; projeto de extensao; empresa junior",2016,2018,"ufpr",5,"nao",2,10,"sim","statistica; spss","certamente sim",10,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","site da ufpr ou instituicao de origem","nao","nao","nao","totalmente em escola publica","ensino medio tradicional","Feminino",173,64,1993-03-08,"trabalho com carteira assinada/vinculo formal","com o namorado(a)/noivo(a)/conjuge/nucleo familiar proprio",1,"regiao metropolitana","b (carro)","carro/moto proprio",10,0,"cachorro","nao toco nenhum instrumento","instagram","sim",3,"caminhada; pilates","nao","sim","sim","sim","nao","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","nao afetou","estudei menos que o normal","afetou moderadamente","sim","nao","sim","",28,"a da esquerda se chama kiki, a da direita se chama bouba.",27,28,"C/ barba"
"251","17/03/2021 14:08:30","ufpr","et - exatas","pos-doutorado","ciencias exatas",2010,"utfpr","iniciacao cientifica",2014,2015,"ufpr",5,"nao",1,5,"sim","matlab","certamente sim",10,"aumento salarial e oportunidades mais promissoras.","email institucional da sucom (superintendencia de comunicacao e marketing)","nao","nao","nao","totalmente em escola publica","ensino medio tradicional","Masculino",183,91,1986-08-21,"trabalho com carteira assinada/vinculo formal","com o namorado(a)/noivo(a)/conjuge/nucleo familiar proprio",2,"curitiba","b (carro)","carro/moto proprio",20,0,"cachorro","nao toco nenhum instrumento","facebook; instagram; linkedin","sim",6,"caminhada; corrida; ciclismo; musculacao","nao","sim","nao","sim","nao","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); isolamento social","afetou moderadamente","nao afetou","afetou pouco","sim","nao","nao","",32,"a da esquerda se chama kiki, a da direita se chama bouba.",27,34,"C/ barba"
"252","17/03/2021 14:17:36","ufpr","sa - sociais aplicadas","doutorado","ciencias humanas",2016,"ufpr","iniciacao cientifica; pet; monitoria; projeto de extensao",2017,2019,"ufpr",0,"capes",0,0,"sim","r; spss; excel ou similares","certamente sim",10,"conseguir um emprego.","site da ufpr ou instituicao de origem","nao","nao","nao","totalmente em escola publica","ensino medio tradicional","Feminino",165,88,1989-08-12,"bolsista em tempo integral","com o namorado(a)/noivo(a)/conjuge/nucleo familiar proprio",2,"outro estado","a e b (moto e carro)","transporte publico",25,6,"cachorro","nao toco nenhum instrumento","facebook; google+; instagram","sim",7,"caminhada; corrida; ciclismo; musculacao; fitdance","nao","sim","nao","sim","nao","uso de mascaras; uso de protecao ocular; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); isolamento social","nao afetou","estudei menos que o normal","afetou muito","sim","sim","nao se dizer","",22,"a da esquerda se chama kiki, a da direita se chama bouba.",27,31,"S/ barba"
"253","17/03/2021 14:23:07","utfpr",NA,"mestrado academico","ciencias exatas",2007,"outro","nao participei",2019,NA,"utfpr",4,"nao",0,7,"nao","nunca usei","certamente sim",10,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","outro","nao","nao","nao","totalmente em escola particular","ensino medio tradicional","Masculino",180,87,1984-03-08,"trabalho com carteira assinada/vinculo formal","sozinho",2,"outro estado","a e b (moto e carro)","carro/moto proprio",10,0,"gato","nao toco nenhum instrumento","facebook; instagram; linkedin","sim",3,"musculacao","nao","sim","nao","nao","nao","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; vacinacao; isolamento social","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; isolamento social","nao afetou","estudei menos que o normal","afetou muito","nao","sim","sim","",19,"a da esquerda se chama kiki, a da direita se chama bouba.",31,37,"S/ barba"
"254","17/03/2021 14:28:53","ufpr","et - exatas","mestrado academico","ciencias exatas",2017,"outro","nao participei",NA,NA,NA,2,"nao",1,0,"sim","excel ou similares","certamente sim",10,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","pelo(a)  orientador(a)","nao","nao","nao","totalmente em escola particular","ensino medio tradicional","Feminino",164,90,1990-12-28,"trabalho com carteira assinada/vinculo formal","com os pais",2,"outro estado","b (carro)","transporte publico",30,0,"cachorro; gato","teclado","facebook; twitter; google+; instagram; linkedin; outras","sim",6,"caminhada; corrida; musculacao","nao","sim","sim","nao","nao","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","afetou moderadamente","estudei menos que o normal","nao afetou","nao sei dizer","sim","nao se dizer","",28,"a da esquerda se chama kiki, a da direita se chama bouba.",27,30,"S/ barba"
"255","17/03/2021 14:29:54","unioeste","ed - educacao","doutorado","ciencias exatas",1994,"outro","projeto de extensao",2013,2015,"outro",4,"nao",1,1,"sim","r; excel ou similares","certamente sim",10,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","email institucional da sucom (superintendencia de comunicacao e marketing)","sim","sim","nao","totalmente em escola publica","ensino medio tradicional","Masculino",172,76,1963-11-05,"outro","com outros familiares",9,"outro pais","b (carro)","carro/moto proprio",20,0,"cachorro","nao toco nenhum instrumento","facebook; google+; instagram","sim",1,"musculacao","sim","sim","nao","nao","nao","uso de mascaras; uso de protecao ocular; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","nao afetou","estudei menos que o normal","afetou pouco","sim","nao","nao","",28,"a da esquerda se chama kiki, a da direita se chama bouba.",30,57,"S/ barba"
